Article,Morph,Jewish,Person,Number,Tense,Mood,Voice,Gender,Case,Degree,Strength,Inflection,-2form,-2lemma,-2morph,-2person,-2number,-2tense,-2mood,-2voice,-2gender,-2case,-2degree,-2strength,-2inflection,-1form,-1lemma,-1morph,-1person,-1number,-1tense,-1mood,-1voice,-1gender,-1case,-1degree,-1strength,-1inflection,1form,1lemma,1morph,1person,1number,1tense,1mood,1voice,1gender,1case,1degree,1strength,1inflection,2form,2lemma,2morph,2person,2number,2tense,2mood,2voice,2gender,2case,2degree,2strength,2inflection,3form,3lemma,3morph,3person,3number,3tense,3mood,3voice,3gender,3case,3degree,3strength,3inflection,Answer
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,το,ο,-s---nn--i,-,s,-,-,-,n,n,-,-,i,πνευμα,πνευμα,-s---nn--i,-,s,-,-,-,n,n,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τω,-s---md--i,yes,-,s,-,-,-,m,d,-,-,i,ουν,ουν,---------n,-,-,-,-,-,-,-,-,-,n,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,αδικω,αδικος,-s---ndp-i,-,s,-,-,-,n,d,p,-,i,μαμωνα,μαμωνας,-s---md--i,-,s,-,-,-,m,d,-,-,i,πιστοι,πιστος,-p---mnp-i,-,p,-,-,-,m,n,p,-,i,3
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,σφεας,σφεις,3p---ma--i,3,p,-,-,-,m,a,-,-,i,ες,εις,---------n,-,-,-,-,-,-,-,-,-,n,σφετερην,σφετερος,3s---fa--i,3,s,-,-,-,f,a,-,-,i,ινα,ινα,---------n,-,-,-,-,-,-,-,-,-,n,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,no,-,s,-,-,-,m,n,-,-,i,ταυτα,ουτος,-p---na--i,-,p,-,-,-,n,a,-,-,i,ειπας,λεγω,-sapamn--i,-,s,a,p,a,m,n,-,-,i,αλεξανδρος,αλεξανδρος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,παριζει,παριζω,3spia----i,3,s,p,i,a,-,-,-,-,i,περση,περσης,-s---md--i,-,s,-,-,-,m,d,-,-,i,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,αποκριθεις,αποκρινω,-sappmn--i,-,s,a,p,p,m,n,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,ιησους,ιησους,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ειπεν,λεγω,3saia----i,3,s,a,i,a,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
οι,-p---mn--i,yes,-,p,-,-,-,m,n,-,-,i,απεκριθησαν,αποκρινω,3paip----i,3,p,a,i,p,-,-,-,-,i,ουν,ουν,---------n,-,-,-,-,-,-,-,-,-,n,ιουδαιοι,ιουδαιος,-p---mnp-i,-,p,-,-,-,m,n,p,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ειπαν,λεγω,3paia----i,3,p,a,i,a,-,-,-,-,i,2
τω,-s---nd--i,yes,-,s,-,-,-,n,d,-,-,i,γεγραμμενων,γραφω,-prppng--i,-,p,r,p,p,n,g,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,βιβλιω,βιβλιον,-s---nd--i,-,s,-,-,-,n,d,-,-,i,τουτω,ουτος,-s---nd--i,-,s,-,-,-,n,d,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,το,ο,-s---na--i,-,s,-,-,-,n,a,-,-,i,ιερον,ιερον,-s---na--i,-,s,-,-,-,n,a,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,εξεβαλεν,εκβαλλω,3saia----i,3,s,a,i,a,-,-,-,-,i,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,οτι,οτι,---------n,-,-,-,-,-,-,-,-,-,n,εκρινεν,κρινω,3saia----i,3,s,a,i,a,-,-,-,-,i,θεος,θεος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,το,ο,-s---na--i,-,s,-,-,-,n,a,-,-,i,κριμα,κριμα,-s---na--i,-,s,-,-,-,n,a,-,-,i,2
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,της,ο,-s---fg--i,-,s,-,-,-,f,g,-,-,i,καταρας,καταρα,-s---fg--i,-,s,-,-,-,f,g,-,-,i,νομου,νομος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,γενομενος,γιγνομαι,-sapmmn--i,-,s,a,p,m,m,n,-,-,i,υπερ,υπερ,---------n,-,-,-,-,-,-,-,-,-,n,2
το,-s---nn--i,no,-,s,-,-,-,n,n,-,-,i,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,δη,δη,---------n,-,-,-,-,-,-,-,-,-,n,χρηστηριον,χρηστηριον,-s---nn--i,-,s,-,-,-,n,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,εβασιλευσε,βασιλευω,3saia----i,3,s,a,i,a,-,-,-,-,i,2
τη,-s---fd--i,no,-,s,-,-,-,f,d,-,-,i,αλυαττης,αλυαττης,-s---mn--i,-,s,-,-,-,m,n,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,ασσησω,ασσησος,-s---fd--i,-,s,-,-,-,f,d,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τω,-s---md--i,no,-,s,-,-,-,m,d,-,-,i,τον,ο,-s---ma--i,-,s,-,-,-,m,a,-,-,i,σον,σος,2s---ma--i,2,s,-,-,-,m,a,-,-,i,συ,συ,2s---mn--i,2,s,-,-,-,m,n,-,-,i,μιλητον,μιλητος,-s---fa--i,-,s,-,-,-,f,a,-,-,i,επετρεψας,επιτρεπω,2saia----i,2,s,a,i,a,-,-,-,-,i,4
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,επι,επι,---------n,-,-,-,-,-,-,-,-,-,n,γην,γη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,καλην,καλος,-s---fap-i,-,s,-,-,-,f,a,p,-,i,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,οπου,οπου,---------n,-,-,-,-,-,-,-,-,-,n,ην,ειμι,3siia----i,3,s,i,i,a,-,-,-,-,i,προτερον,προτερος,-s---nap-i,-,s,-,-,-,n,a,p,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τα,-p---na--i,yes,-,p,-,-,-,n,a,-,-,i,ου,ου,---------n,-,-,-,-,-,-,-,-,-,n,φρονεις,φρονεω,2spia----i,2,s,p,i,a,-,-,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,αλλα,αλλα,---------n,-,-,-,-,-,-,-,-,-,n,3
τω,-s---md--i,yes,-,s,-,-,-,m,d,-,-,i,αυτοι,αυτος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,δακτυλω,δακτυλος,-s---md--i,-,s,-,-,-,m,d,-,-,i,αυτων,αυτος,3p---mg--i,3,p,-,-,-,m,g,-,-,i,ου,ου,---------n,-,-,-,-,-,-,-,-,-,n,2
του,-s---mg--i,no,-,s,-,-,-,m,g,-,-,i,τον,ο,-s---ma--i,-,s,-,-,-,m,a,-,-,i,λαβδακου,λαβδακος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,πολυδωρου,πολυδωρος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,καδμου,καδμος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
της,-s---fg--i,no,-,s,-,-,-,f,g,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,προνηιου,προναος,-s---mgp-i,-,s,-,-,-,m,g,p,-,i,γωνιης,γωνια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,χωρεων,χωρεω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,αμφορεας,αμφορευς,-p---ma--i,-,p,-,-,-,m,a,-,-,i,2
των,-p---mg--i,no,-,p,-,-,-,m,g,-,-,i,ουνοματος,ονομα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,ουδεν,ουδεις,-s---nn--i,-,s,-,-,-,n,n,-,-,i,αβαντες,αβαντες,-p---mn--i,-,p,-,-,-,m,n,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,εξ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,5
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,σαρξ,σαρξ,-s---fn--i,-,s,-,-,-,f,n,-,-,i,ενωπιον,ενωπιον,---------n,-,-,-,-,-,-,-,-,-,n,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,ιουδαιας,ιουδαια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,εδιδασκον,διδασκω,3piia----i,3,p,i,i,a,-,-,-,-,i,αδελφους,αδελφος,-p---ma--i,-,p,-,-,-,m,a,-,-,i,οτι,οτι,---------n,-,-,-,-,-,-,-,-,-,n,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---nn--i,no,-,s,-,-,-,n,n,-,-,i,θυγατρος,θυγατηρ,-s---fg--i,-,s,-,-,-,f,g,-,-,i,θυιης,θυια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,τεμενος,τεμενος,-s---nn--i,-,s,-,-,-,n,n,-,-,i,εστι,ειμι,3spia----i,3,s,p,i,a,-,-,-,-,i,επ’,επι,---------n,-,-,-,-,-,-,-,-,-,n,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,δουλον,δουλος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,ωρα,ωρα,-s---fd--i,-,s,-,-,-,f,d,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,δειπνου,δειπνον,-s---ng--i,-,s,-,-,-,n,g,-,-,i,2
τας,-p---fa--i,no,-,p,-,-,-,f,a,-,-,i,πριν,πριν,---------n,-,-,-,-,-,-,-,-,-,n,η,η,---------n,-,-,-,-,-,-,-,-,-,n,θυρας,θυρα,-p---fa--i,-,p,-,-,-,f,a,-,-,i,αυτον,αυτος,3s---ma--i,3,s,-,-,-,m,a,-,-,i,αμειψαι,αμειβω,--ana----i,-,-,a,n,a,-,-,-,-,i,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,ποιειτε,ποιεω,2ppma----i,2,p,p,m,a,-,-,-,-,i,οικον,οικος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,πατρος,πατηρ,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,αστυαγεος,αστυαγης,-s---mg--i,-,s,-,-,-,m,g,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,κυρον,κυρος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,ηγον,αγω,3piia----i,3,p,i,i,a,-,-,-,-,i,3
αι,3p---fn--i,no,3,p,-,-,-,f,n,-,-,i,εσπερην,εσπερα,-s---fa--i,-,s,-,-,-,f,a,-,-,i,τετραμμενου,τρεπω,-srppng--i,-,s,r,p,p,n,g,-,-,i,περ,περ,---------n,-,-,-,-,-,-,-,-,-,n,ετι,ετι,---------n,-,-,-,-,-,-,-,-,-,n,και,και,---------n,-,-,-,-,-,-,-,-,-,n,5
των,-p---ng--i,yes,-,p,-,-,-,n,g,-,-,i,τω,ο,-s---md--i,-,s,-,-,-,m,d,-,-,i,αρχοντι,αρχων,-s---md--i,-,s,-,-,-,m,d,-,-,i,δαιμονιων,δαιμονιον,-p---ng--i,-,p,-,-,-,n,g,-,-,i,εκβαλλει,εκβαλλω,3spia----i,3,s,p,i,a,-,-,-,-,i,τα,ο,-p---na--i,-,p,-,-,-,n,a,-,-,i,2
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,επι,επι,---------n,-,-,-,-,-,-,-,-,-,n,θαλασσης,θαλασσα,-s---fg--i,-,s,-,-,-,f,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,τα,ο,-p---na--i,-,p,-,-,-,n,a,-,-,i,2
τω,-s---od--i,yes,-,s,-,-,-,o,d,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,πρωτω,πρωτος,-s---od--i,-,s,-,-,-,o,d,-,-,i,ψαλμω,ψαλμος,-s---md--i,-,s,-,-,-,m,d,-,-,i,γεγραπται,γραφω,3srip----i,3,s,r,i,p,-,-,-,-,i,3
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,στρατον,στρατος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,πλεω,πολυς,-s---oac-i,-,s,-,-,-,o,a,c,-,i,διεφθειρε,διαφθειρω,3siia----i,3,s,i,i,a,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,αλλα,αλλα,---------n,-,-,-,-,-,-,-,-,-,n,δια,δια,---------n,-,-,-,-,-,-,-,-,-,n,υποταξαντα,υποτασσω,-sapama--i,-,s,a,p,a,m,a,-,-,i,εφ’,επι,---------n,-,-,-,-,-,-,-,-,-,n,ελπιδι,ελπις,-s---fd--i,-,s,-,-,-,f,d,-,-,i,2
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,ουκ,ου,---------n,-,-,-,-,-,-,-,-,-,n,εων,εαω,3piia----i,3,p,i,i,a,-,-,-,-,i,ταξιν,ταξις,-s---fa--i,-,s,-,-,-,f,a,-,-,i,εκλιπειν,εκλειπω,--ana----i,-,-,a,n,a,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---nn--i,yes,-,s,-,-,-,n,n,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ονομα,ονομα,-s---nn--i,-,s,-,-,-,n,n,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,επι,επι,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,αυτω,αυτος,3s---md--i,3,s,-,-,-,m,d,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,θεος,θεος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,δοξασει,δοξαζω,3sfia----i,3,s,f,i,a,-,-,-,-,i,αυτον,αυτος,3s---ma--i,3,s,-,-,-,m,a,-,-,i,2
των,-p---qg--i,yes,-,p,-,-,-,q,g,-,-,i,παντες,πας,-p---mn--i,-,p,-,-,-,m,n,-,-,i,απεναντι,απεναντι,---------n,-,-,-,-,-,-,-,-,-,n,δογματων,δογμα,-p---ng--i,-,p,-,-,-,n,g,-,-,i,καισαρος,καισαρ,-s---mg--i,-,s,-,-,-,m,g,-,-,i,πρασσουσιν,πρασσω,3ppia----i,3,p,p,i,a,-,-,-,-,i,2
τοις,-p---md--i,yes,-,p,-,-,-,m,d,-,-,i,ημερας,ημερα,-s---fg--i,-,s,-,-,-,f,g,-,-,i,εντειλαμενος,εντελλω,-sapemn--i,-,s,a,p,e,m,n,-,-,i,αποστολοις,αποστολος,-p---md--i,-,p,-,-,-,m,d,-,-,i,δια,δια,---------n,-,-,-,-,-,-,-,-,-,n,πνευματος,πνευμα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,2
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,θαλασσαν,θαλασσα,-s---fa--i,-,s,-,-,-,f,a,-,-,i,ταχιστην,ταχυς,-s---fas-i,-,s,-,-,-,f,a,s,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,φυσεως,φυσις,-s---fg--i,-,s,-,-,-,f,g,-,-,i,ακροβυστια,ακροβυστια,-s---fn--i,-,s,-,-,-,f,n,-,-,i,νομον,νομος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,τελουσα,τελεω,-sppafn--i,-,s,p,p,a,f,n,-,-,i,σε,συ,2s---ma--i,2,s,-,-,-,m,a,-,-,i,2
το,-s---nn--i,yes,-,s,-,-,-,n,n,-,-,i,αυτο,αυτος,3s---nn--i,3,s,-,-,-,n,n,-,-,i,τουτο,ουτος,-s---nn--i,-,s,-,-,-,n,n,-,-,i,κατα,κατα,---------n,-,-,-,-,-,-,-,-,-,n,θεον,θεος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,λυπηθηναι,λυπεω,--anp----i,-,-,a,n,p,-,-,-,-,i,4
τους,-p---ma--i,no,-,p,-,-,-,m,a,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,πατερες,πατηρ,-p---mn--i,-,p,-,-,-,m,n,-,-,i,παιδας,παις,-p---ma--i,-,p,-,-,-,m,a,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
ο,-s---mn--i,no,-,s,-,-,-,m,n,-,-,i,τω,ο,-s---od--i,-,s,-,-,-,o,d,-,-,i,ειρημενω,λεγω,-srppod--i,-,s,r,p,p,o,d,-,-,i,πεισιστρατος,πεισιστρατος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,κατα,κατα,---------n,-,-,-,-,-,-,-,-,-,n,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,επιγνωσιν,επιγνωσις,-s---fa--i,-,s,-,-,-,f,a,-,-,i,μυστηριου,μυστηριον,-s---ng--i,-,s,-,-,-,n,g,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
τας,-p---fa--i,yes,-,p,-,-,-,f,a,-,-,i,λειτουργων,λειτουργεω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,αυτας,αυτος,-p---fa--i,-,p,-,-,-,f,a,-,-,i,πολλακις,πολλακις,---------n,-,-,-,-,-,-,-,-,-,n,προσφερων,προσφερω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,5
το,3s---na--i,no,3,s,-,-,-,n,a,-,-,i,της,ο,-s---fg--i,-,s,-,-,-,f,g,-,-,i,οδου,οδος,-s---fg--i,-,s,-,-,-,f,g,-,-,i,δ’,δε,---------n,-,-,-,-,-,-,-,-,-,n,επ’,επι,---------n,-,-,-,-,-,-,-,-,-,n,αριστερα,αριστερος,-p---nap-i,-,p,-,-,-,n,a,p,-,i,5
οι,-p---mn--i,yes,-,p,-,-,-,m,n,-,-,i,ειπαν,λεγω,3paia----i,3,p,a,i,a,-,-,-,-,i,αυτω,αυτος,3s---md--i,3,s,-,-,-,m,d,-,-,i,ιουδαιοι,ιουδαιος,-p---mnp-i,-,p,-,-,-,m,n,p,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,αντιοχεια,αντιοχεια,-s---fd--i,-,s,-,-,-,f,d,-,-,i,μαθητας,μαθητης,-p---ma--i,-,p,-,-,-,m,a,-,-,i,χριστιανους,χριστιανος,-p---ma--i,-,p,-,-,-,m,a,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,καταβαινοντας,καταβαινω,-pppama--i,-,p,p,p,a,m,a,-,-,i,επι,επι,---------n,-,-,-,-,-,-,-,-,-,n,υιον,υιος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ανθρωπου,ανθρωπος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,ημων,ημεις,1p---mg--i,1,p,-,-,-,m,g,-,-,i,δια,δια,---------n,-,-,-,-,-,-,-,-,-,n,υμων,υμεις,2p---mg--i,2,p,-,-,-,m,g,-,-,i,πιστεως,πιστις,-s---fg--i,-,s,-,-,-,f,g,-,-,i,οτι,οτι,---------n,-,-,-,-,-,-,-,-,-,n,3
των,-p---qg--i,no,-,p,-,-,-,q,g,-,-,i,οψιος,οψις,-s---fg--i,-,s,-,-,-,f,g,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,μαγων,μαγος,-p---mg--i,-,p,-,-,-,m,g,-,-,i,ονειροπολοι,ονειροπολος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,εσημαινον,σημαινω,3piia----i,3,p,i,i,a,-,-,-,-,i,2
των,-p---mg--i,yes,-,p,-,-,-,m,g,-,-,i,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,βασιλευς,βασιλευς,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ιουδαιων,ιουδαιος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τοις,-p---md--i,yes,-,p,-,-,-,m,d,-,-,i,ποδα,πους,-s---ma--i,-,s,-,-,-,m,a,-,-,i,σου,συ,2s---pg--i,2,s,-,-,-,p,g,-,-,i,αγγελοις,αγγελος,-p---md--i,-,p,-,-,-,m,d,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,εντελειται,εντελλω,3sfim----i,3,s,f,i,m,-,-,-,-,i,2
των,-p---qg--i,yes,-,p,-,-,-,q,g,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,πληρωματος,πληρωμα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,καιρων,καιρος,-p---mg--i,-,p,-,-,-,m,g,-,-,i,ανακεφαλαιωσασθαι,ανακεφαλαιοω,--anm----i,-,-,a,n,m,-,-,-,-,i,τα,ο,-p---na--i,-,p,-,-,-,n,a,-,-,i,2
τα,-p---na--i,yes,-,p,-,-,-,n,a,-,-,i,διχοστασιας,διχοστασια,-p---fa--i,-,p,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,σκανδαλα,σκανδαλον,-p---na--i,-,p,-,-,-,n,a,-,-,i,παρα,παρα,---------n,-,-,-,-,-,-,-,-,-,n,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
τα,-p---na--i,yes,-,p,-,-,-,n,a,-,-,i,αποστειλας,αποστελλω,-sapamn--i,-,s,a,p,a,m,n,-,-,i,ερωτα,ερωταω,3spia----i,3,s,p,i,a,-,-,-,-,i,προς,προς,---------n,-,-,-,-,-,-,-,-,-,n,ειρηνην,ειρηνη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,εδυνατο,δυναμαι,3siim----i,3,s,i,i,m,-,-,-,-,i,μαθειν,μανθανω,--ana----i,-,-,a,n,a,-,-,-,-,i,ωδην,ωδη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,ει,ει,---------n,-,-,-,-,-,-,-,-,-,n,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,2
τας,-p---fa--i,no,-,p,-,-,-,f,a,-,-,i,αρισταγορης,αρισταγορης,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ες,εις,---------n,-,-,-,-,-,-,-,-,-,n,σαρδις,σαρδεις,-p---fa--i,-,p,-,-,-,f,a,-,-,i,λεγει,λεγω,3spia----i,3,s,p,i,a,-,-,-,-,i,προς,προς,---------n,-,-,-,-,-,-,-,-,-,n,2
